방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
다가구 다가구1층,"5,000",45,0,1,1,서울시 마포구 대흥동 18-58,5.53평/5.44평(전용률98%),0원,불가능,남향(안방 기준),2,4,단독주택,0,1,이대명품공인중개사사무소,"02-711-8864,010-4018-0093",단층,-,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
일반원룸 다가구2층,500,35,0,1,1,서울시 마포구 대흥동 18-75,5.98평/5.98평(전용률100%),0원,불가능,남서향(안방 기준),1,3,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,2003.04.07,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
캠프21 101동5층,"1,000",65,0,1,1,서울시 마포구 대흥동 18-190,8.01평/7.86평(전용률98%),5만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,이대명품공인중개사사무소,"02-711-8864,010-4018-0093",단층,-,"침대, 옷장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ",none
일반원룸 다가구B1층,"1,000",30,0,1,1,서울시 마포구 대흥동 2-63,6.14평/6.05평(전용률99%),5만원,불가능,남향(안방 기준),2,4,단독주택,0,1,이대명품공인중개사사무소,"02-711-8864,010-4018-0093",단층,-,"침대, 책상, 옷장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","카드키, "
일반원룸 다가구2층,500,35,0,1,1,서울시 마포구 대흥동 18-25,27.41평/9.13평(전용률33%),2만원,불가능,동향(거실 기준),중,5,단독주택,0,1,단지앞성일공인중개사사무소,"02-312-5454,010-9158-0797",단층,1984.08.27,"냉장고, 세탁기, 싱크대, 벽걸이에어컨, ",none
다가구중층,"5,000",60,0,1,1,서울시 마포구 대흥동 441-3,5.98평/5.98평(전용률100%),5만원,가능,남동향(거실 기준),5,5,업무시설,0,1,마포태영(02-707-1230) 공인중개사사무소,"02-707-1230,010-5357-3999",단층,2002.12.23,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 엘리베이터, "
일반원룸고층,400,40,0,1,1,서울시 마포구 대흥동 22-98,5.89평/5.89평(전용률100%),0원,불가능,남향(안방 기준),고,4,단독주택,0,1,이대자이랜드(3274-1999)공인중개사사무소,"02-3274-1999,010-8595-0555",단층,1996.10.23,"냉장고, 세탁기, 가스레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
캠프21 101동저층,"1,000",65,0,1,1,서울시 마포구 대흥동 18-13,7.86평/7.86평(전용률100%),5만원,불가능,동향(안방 기준),2,4,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1986.08.06,"냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
일반원룸2층,500,57,0,1,1,서울시 마포구 대흥동 18-13,7.86평/7.86평(전용률100%),3만원,불가능,동향(안방 기준),2,4,단독주택,0,1,으뜸공인중개사사무소,"02-712-4824,010-8855-4656",단층,1986.08.06,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none
일반원룸2층,500,57,0,1,1,서울시 마포구 대흥동,8.47평/6.05평(전용률71%),5만원,불가능,남향(거실 기준),3,3,단독주택,0,1,이대부동산중개사무소,010-4748-2885,단층,1996.12.05,"신발장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ",none
단독3층,500,45,0,1,1,서울시 마포구 대흥동 166,8.16평/8.16평(전용률100%),0원,불가능,남서향(거실 기준),고,4,단독주택,0,1,동감공인중개사사무소,"02-719-1007,010-5771-4980",단층,-,none,none
일반원룸2층,"1,000",45,0,1,1,서울시 마포구 대흥동 22-35,8.47평/7.56평(전용률89%),5만원,불가능,남동향(안방 기준),2,3,단독주택,0,1,OK공인중개사사무소,"02-703-0010,010-9920-1481",단층,1996.05.10,"침대, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","카드키, "
일반원룸2층,"1,000",45,0,1,1,서울시 마포구 대흥동 166,7.99평/7.99평(전용률100%),0원,불가능,남서향(안방 기준),4,4,단독주택,0,1,리더스뷰공인중개사사무소,"02-716-0040,010-5081-0043",단층,2003.01.17,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none
다가구,"1,000",80,0,1,1,서울시 마포구 대흥동 801-5,5.29평/4.41평(전용률83%),0원,가능,남동향(거실 기준),4,5,단독주택,0,1,어반공인중개사사무소,010-5861-3831,단층,2021.03.02,"냉장고, 붙박이장, 세탁기, 식탁, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 카드키, 현관보안, 무인택배함, 엘리베이터, 화재경보기, "
다가구,"2,000",50,0,2,1,서울시 마포구 대흥동 369,2.42평/2.42평(전용률100%),0원,불가능,남서향(안방 기준),1,2,공동주택,0,1,청마루공인중개사,"02-703-4549,010-5222-6385",단층,-,"침대, 책상, 신발장, 냉장고, 세탁기, 벽걸이에어컨, ",none
단독,"2,000",75,0,2,1,서울시 마포구 대흥동,15.12평/15.12평(전용률100%),1만원,불가능,동향(안방 기준),1,5,단독주택,0,1,경기공인,"02-717-7750,010-5412-7781",단층,1997.05.01,none,none
단독고층,"3,000",30,0,1,1,서울시 마포구 대흥동,12.17평/5.74평(전용률47%),0원,불가능,남동향(안방 기준),고,2,단독주택,0,1,자이플러스공인중개사사무소,"02-704-0002,010-9936-0169",단층,-,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
단독고층,"3,000",30,0,1,1,서울시 마포구 대흥동 18-190,7.56평/6.95평(전용률92%),5만원,불가능,남동향(안방 기준),B1,3,단독주택,0,1,OK공인중개사사무소,"02-703-0010,010-9920-1481",단층,1995.05.10,"붙박이장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","카드키, "
일반원룸B1층,"1,000",35,0,1,1,서울시 마포구 대흥동,13.6평/5.74평(전용률42%),5만원,불가능,남향(안방 기준),저,3,단독주택,0,1,자이플러스공인중개사사무소,"02-704-0002,010-9936-0169",단층,-,"침대, 책상, 옷장, 냉장고, 세탁기, 전자레인지, 벽걸이에어컨, ",none
단독저층,"1,000",45,0,1,1,서울시 마포구 대흥동 18-190,8.47평/7.56평(전용률89%),5만원,불가능,남동향(안방 기준),B1,3,단독주택,0,1,OK공인중개사사무소,"02-703-0010,010-9920-1481",단층,1995.05.10,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","카드키, "
일반원룸B1층,500,40,0,1,1,서울시 마포구 대흥동,5.29평/4.24평(전용률80%),6만원,불가능,동향(거실 기준),4,5,단독주택,0,1,이대부동산중개사무소,010-4748-2885,단층,2021.03.02,"책상, 옷장, 붙박이장, 식탁, 신발장, 냉장고, 세탁기, 인덕션레인지, 전자레인지, 벽걸이에어컨, ",none
단독 베네치아4층,"1,000",80,0,1,1,서울시 마포구 대흥동,5.99평/5.99평(전용률100%),5만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1986.05.02,"침대, 붙박이장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, "
단독B1층,"1,000",40,0,1,1,서울시 마포구 대흥동,5.99평/5.99평(전용률100%),5만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1986.05.02,"침대, 붙박이장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, "
단독B1층,"1,000",40,0,2,1,서울시 마포구 대흥동 551-1,11.22평/9.05평(전용률81%),7만원,가능,북향(거실 기준),고,5,공동주택,0,1,마포시대공인중개사사무소,"02-701-5880,010-2717-6383",none,2020.06.19,"천장에어컨, ","인터폰, CCTV, 현관보안, 방범창, 엘리베이터, 화재경보기, 무인택배함, "
빌라고층,"3,000",120,0,2,-,서울시 마포구 대흥동,13.14평/12.1평(전용률92%),3만원,불가능,남향(거실 기준),2,2,단독주택,0,1,이대부동산중개사무소,010-4748-2885,단층,-,none,none
단독2층,"1,000",70,0,1,1,서울시 마포구 대흥동 18-15,5.42평/5.42평(전용률100%),1만원,불가능,남향(안방 기준),B1,2,제1종 근린생활시설,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1970.10.25,"신발장, 냉장고, 세탁기, 벽걸이에어컨, ",none
일반원룸B1층,300,30,0,1,1,서울시 마포구 대흥동 25-13,5.94평/5.03평(전용률85%),5만원,불가능,서향(안방 기준),4,6,공동주택,0,1,으뜸공인중개사사무소,"02-712-4824,010-8855-4656",단층,2002.12.16,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
오피스텔,500,60,0,1,1,서울시 마포구 대흥동 25-13,5.94평/5.94평(전용률100%),5만원,불가능,서향(안방 기준),중,6,공동주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,2002.12.16,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
다가구,"1,000",58,0,1,1,서울시 마포구 대흥동 22-3,7.56평/6.65평(전용률88%),0원,불가능,남동향(안방 기준),중,6,단독주택,0,1,이대자이랜드(3274-1999)공인중개사사무소,"02-3274-1999,010-8595-0555",단층,2003.04.15,"침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 베란다, "
단독고층,500,40,0,1,1,서울시 마포구 대흥동,2.42평/2.42평(전용률100%),0.0005만원,불가능,남향(안방 기준),고,1,단독주택,0,1,이대자이랜드(3274-1999)공인중개사사무소,"02-3274-1999,010-8595-0555",단층,1949.03.16,"침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, 방범창, "
단독고층,500,40,0,1,1,서울시 마포구 대흥동,7.01평/6.35평(전용률91%),0원,불가능,남동향(안방 기준),고,6,단독주택,0,1,이대자이랜드(3274-1999)공인중개사사무소,"02-3274-1999,010-8595-0555",단층,2003.04.15,"현관보안, 베란다, ",none
일반원룸,500,45,0,1,1,서울시 마포구 대흥동 18-13,5.98평/5.98평(전용률100%),3만원,불가능,남향(안방 기준),1,4,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1986.08.06,"냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
일반원룸1층,500,45,0,1,1,서울시 마포구 대흥동 18-13,5.98평/5.98평(전용률100%),5만원,불가능,남향(안방 기준),1,4,단독주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,1986.08.06,"냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
일반원룸1층,500,45,0,1,1,서울시 마포구 대흥동 22-18,6.86평/6.86평(전용률100%),0원,불가능,남동향(안방 기준),중,3,단독주택,0,1,"신대우공인중개사사무소
","02-711-9888,010-6888-0038",단층,-,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
단독,300,30,0,1,1,서울시 마포구 대흥동,7.56평/7.56평(전용률100%),0원,가능,북향(거실 기준),고,3,단독주택,0,1,"한국빌딩부동산중개법인주식회사
","02-718-7808,010-8700-7808",단층,none,"가스레인지, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ",none
오피스텔6층,500,50,0,1,1,서울시 마포구 대흥동 25-13,7.98평/7.98평(전용률100%),5만원,불가능,서향(안방 기준),6,6,공동주택,0,1,해성공인중개사사무소,"02-711-4824,010-9586-5004",단층,2002.12.16,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ",none
오피스텔6층,500,50,0,1,1,서울시 마포구 대흥동,5.99평/5.99평(전용률100%),5만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,으뜸공인중개사사무소,"02-712-4824,010-8855-4656",단층,1986.05.02,"침대, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, "
단독B1층,"1,000",40,0,1,1,서울시 마포구 대흥동,5.99평/5.99평(전용률100%),5만원,불가능,남향(안방 기준),B1,3,단독주택,0,1,으뜸공인중개사사무소,"02-712-4824,010-8855-4656",단층,1986.05.02,"침대, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, "
단독B1층,"1,000",40,0,2,1,서울시 마포구 대흥동 18-41,11평/11평(전용률100%),0.3만원,불가능,남동향(안방 기준),3,4,단독주택,0,1,이도공인중개사사무소,"02-711-2459,010-9461-7225",단층,2015.01.12,"벽걸이에어컨, ",none
다가구3층,500,30,0,1,1,서울시 마포구 대흥동 18-88,6.99평/5.99평(전용률86%),3만원,불가능,서향(거실 기준),3,3,단독주택,0,1,자이세영부동산,"02-704-4489,010-4260-7440",단층,none,none,none
다가구,"6,000",60,0,2,1,서울시 마포구 대흥동 18-53,15.12평/15.12평(전용률100%),0원,불가능,남향(안방 기준),2,3,단독주택,0,1,합동부동산중개사무소,"02-715-8049,010-8260-8049",단층,1997.05.22,"방범창, 베란다, ",none
단독,"1,000",60,0,2,1,서울시 마포구 대흥동,11.79평/11.79평(전용률100%),0원,불가능,남동향(안방 기준),B1,3,단독주택,0,1,반석공인중개사사무소,"02-717-8807,010-7572-4015",단층,1993.08.03,none,none
다가구,"1,000",50,0,1,1,서울시 마포구 대흥동 22-147,8.16평/8.16평(전용률100%),5만원,불가능,남향(안방 기준),3,3,단독주택,0,1,이대자이공인중개사무소,"02-703-5500,010-7142-7525",단층,1985.11.19,"인터폰, 방범창, 마당, ",none
단독,"1,000",50,0,1,1,서울시 마포구 대흥동,6.05평/6.05평(전용률100%),5만원,불가능,동향(안방 기준),3,6,단독주택,0,1,"전국부동산공인중개사사무소
","02-719-8118,010-9027-1904",단층,2003.04.15,"현관보안, 베란다, ",none
단독,"1,000",65,0,2,1,서울시 마포구 대흥동,13.44평/13.31평(전용률99%),0원,불가능,남향(안방 기준),2,2,단독주택,0,1,"전국부동산공인중개사사무소
","02-719-8118,010-9027-1904",단층,1993.07.09,none,none
일반원룸,500,40,0,2,1,서울시 마포구 대흥동 20-28,11.97평/11.97평(전용률100%),0원,불가능,남향(안방 기준),1,3,단독주택,0,1,박사공인중개사사무소,"02-333-1199,010-9656-5787",단층,1990.11.01,"침대, 전자레인지, 냉장고, 세탁기, 가스레인지, 싱크대, 벽걸이에어컨, ",none
도시형생활주택 성산빌딩5층,"1,000",55,0,1,1,서울시 서대문구 냉천동 263,6.05평/3.78평(전용률63%),7만원,불가능,북서향(안방 기준),5,8,공동주택,0,1,허브부동산공인중개사,"02-363-3366,010-4136-4187",단층,2013.07.30,"붙박이장, 신발장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 엘리베이터, "
도시형생활주택 성산빌딩5층,"1,000",55,0,1,1,서울시 서대문구 냉천동 263,9.53평/3.78평(전용률40%),7만원,가능,북향(안방 기준),5,8,공동주택,0,1,동부부동산공인중개사사무소,"02-722-0004,010-9061-4545",단층,2013.07.30,"옷장, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 전자레인지, 벽걸이에어컨, ","경비원, 비디오폰, 카드키, 사설경비, 현관보안, 엘리베이터, "
단독,"1,000",50,0,1,1,서울시 서대문구 냉천동,6.21평/4.99평(전용률80%),0원,불가능,서향(안방 기준),1,1,단독주택,0,1,동부부동산공인중개사사무소,"02-722-0004,010-9061-4545",단층,2018.03.22,"신발장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ",none
다가구,"2,000",45,0,1,1,서울시 서대문구 냉천동 41,9.59평/9.59평(전용률100%),0원,불가능,북향(안방 기준),2,3,단독주택,0,1,동부부동산공인중개사사무소,"02-722-0004,010-9061-4545",단층,1990.12.22,"신발장, 싱크대, ",none
단독,"2,000",45,0,1,1,서울시 서대문구 냉천동,10.89평/8.77평(전용률81%),0원,불가능,남서향(거실 기준),2,3,단독주택,0,1,밝은빛부동산공인중개사사무소,"02-313-6200,010-8005-7974",단층,1990.12.22,none,none
일반원룸2층,"2,000",45,0,1,1,서울시 서대문구 냉천동 41,9.37평/9.37평(전용률100%),0원,불가능,서향(안방 기준),2,3,단독주택,0,1,부동산뱅크홍익중개사사무소,"02-365-8945,010-2711-8945",단층,1990.12.22,none,none
일반원룸2층,"2,000",45,0,1,1,서울시 서대문구 냉천동 263,9.53평/3.78평(전용률40%),7만원,가능,북향(안방 기준),5,8,공동주택,0,1,동부부동산공인중개사사무소,"02-722-0004,010-9061-4545",none,none,"비디오폰, 현관보안, 경비원, 엘리베이터, ",none
다가구,"2,000",45,0,1,1,서울시 서대문구 냉천동 41,6.35평/6.35평(전용률100%),0원,불가능,동향(거실 기준),1,3,단독주택,0,1,새하늘(단지내)공인중개사사무소,"02-313-8050,010-6484-8052",단층,1990.12.22,none,none
단독,"1,000",50,0,1,1,서울시 서대문구 냉천동,6.05평/4.99평(전용률83%),0원,불가능,서향(안방 기준),1,1,단독주택,0,1,동부부동산공인중개사사무소,"02-722-0004,010-9061-4545",단층,2018.03.22,"카드키, ",none
